Product,Quantity,Uom,Group_Qty,GrpUom,Avg_Rate,Revenue,Date,Year,Month,Category,Month_Name,Quarter,Week,DayOfWeek,Festival,Is_Festival,Is_Summer,Is_Peak_Q2,Is_Monsoon,Is_Winter,Rev_Per_Unit
Cheese Slice 100gm,14.0,nos,1.4,kgs,50.95,713.34,2021-05-24,2021,5,Cheese,May,2,21,Monday,None,0,1,1,0,0,50.95
Cheese Slice 100gm,23.0,nos,2.3,kgs,49.06,1128.32,2021-05-25,2021,5,Cheese,May,2,21,Tuesday,None,0,1,1,0,0,49.06
Cheese Slice 100gm,56.0,nos,5.6,kgs,50.08,2804.34,2021-05-26,2021,5,Cheese,May,2,21,Wednesday,None,0,1,1,0,0,50.08
Cheese Slice 100gm,15.0,nos,1.5,kgs,49.0,735.01,2021-05-27,2021,5,Cheese,May,2,21,Thursday,None,0,1,1,0,0,49.0
Cheese Slice 100gm,36.0,nos,3.6,kgs,52.46,1888.38,2021-05-28,2021,5,Cheese,May,2,21,Friday,None,0,1,1,0,0,52.46
Cheese Slice 100gm,3.0,nos,0.3,kgs,56.5,169.5,2021-05-29,2021,5,Cheese,May,2,21,Saturday,None,0,1,1,0,0,56.5
Cheese Slice 100gm,110.0,nos,11.0,kgs,49.08,5398.77,2021-05-31,2021,5,Cheese,May,2,22,Monday,None,0,1,1,0,0,49.08
Cheese Slice 100gm,55.0,nos,5.5,kgs,49.06,2698.51,2021-06-01,2021,6,Cheese,Jun,2,22,Tuesday,None,0,0,1,1,0,49.06
Cheese Slice 100gm,28.0,nos,2.8,kgs,49.69,1391.4,2021-06-02,2021,6,Cheese,Jun,2,22,Wednesday,None,0,0,1,1,0,49.69
Cheese Slice 100gm,60.0,nos,6.0,kgs,49.2,2951.83,2021-06-03,2021,6,Cheese,Jun,2,22,Thursday,None,0,0,1,1,0,49.2
Cheese Slice 100gm,12.0,nos,1.2,kgs,55.32,663.88,2021-06-04,2021,6,Cheese,Jun,2,22,Friday,None,0,0,1,1,0,55.32
Cheese Slice 100gm,3.0,nos,0.3,kgs,49.44,148.32,2021-06-06,2021,6,Cheese,Jun,2,22,Sunday,None,0,0,1,1,0,49.44
Cheese Slice 100gm,48.0,nos,4.8,kgs,50.63,2430.08,2021-06-08,2021,6,Cheese,Jun,2,23,Tuesday,None,0,0,1,1,0,50.63
Cheese Slice 100gm,52.0,nos,5.2,kgs,49.1,2553.27,2021-06-09,2021,6,Cheese,Jun,2,23,Wednesday,None,0,0,1,1,0,49.1
Cheese Slice 100gm,35.0,nos,3.5,kgs,49.13,1719.41,2021-06-10,2021,6,Cheese,Jun,2,23,Thursday,None,0,0,1,1,0,49.13
Cheese Slice 100gm,23.0,nos,2.3,kgs,49.0,1127.03,2021-06-11,2021,6,Cheese,Jun,2,23,Friday,None,0,0,1,1,0,49.0
Cheese Slice 100gm,46.0,nos,4.6,kgs,50.21,2309.46,2021-06-12,2021,6,Cheese,Jun,2,23,Saturday,None,0,0,1,1,0,50.21
Cheese Slice 100gm,50.0,nos,5.0,kgs,51.47,2573.46,2021-06-14,2021,6,Cheese,Jun,2,24,Monday,None,0,0,1,1,0,51.47
Cheese Slice 100gm,46.0,nos,4.6,kgs,51.2,2355.41,2021-06-15,2021,6,Cheese,Jun,2,24,Tuesday,None,0,0,1,1,0,51.2
Cheese Slice 100gm,31.0,nos,3.1,kgs,49.73,1541.52,2021-06-16,2021,6,Cheese,Jun,2,24,Wednesday,None,0,0,1,1,0,49.73
Cheese Slice 100gm,96.0,nos,9.6,kgs,50.22,4821.0,2021-06-17,2021,6,Cheese,Jun,2,24,Thursday,None,0,0,1,1,0,50.22
Cheese Slice 100gm,43.0,nos,4.3,kgs,52.24,2246.39,2021-06-18,2021,6,Cheese,Jun,2,24,Friday,None,0,0,1,1,0,52.24
Cheese Slice 100gm,83.0,nos,8.3,kgs,49.05,4071.41,2021-06-19,2021,6,Cheese,Jun,2,24,Saturday,None,0,0,1,1,0,49.05
Cheese Slice 100gm,3.0,nos,0.3,kgs,49.0,147.01,2021-06-20,2021,6,Cheese,Jun,2,24,Sunday,None,0,0,1,1,0,49.0
Cheese Slice 100gm,20.0,nos,2.0,kgs,55.44,1108.82,2021-06-21,2021,6,Cheese,Jun,2,25,Monday,None,0,0,1,1,0,55.44
Cheese Slice 100gm,31.0,nos,3.1,kgs,49.23,1526.04,2021-06-22,2021,6,Cheese,Jun,2,25,Tuesday,None,0,0,1,1,0,49.23
Cheese Slice 100gm,41.0,nos,4.1,kgs,49.91,2046.5,2021-06-23,2021,6,Cheese,Jun,2,25,Wednesday,None,0,0,1,1,0,49.91
Cheese Slice 100gm,27.0,nos,2.7,kgs,49.0,1323.01,2021-06-24,2021,6,Cheese,Jun,2,25,Thursday,None,0,0,1,1,0,49.0
Cheese Slice 100gm,60.0,nos,6.0,kgs,50.45,3026.89,2021-06-25,2021,6,Cheese,Jun,2,25,Friday,None,0,0,1,1,0,50.45
Cheese Slice 100gm,53.0,nos,5.3,kgs,49.84,2641.48,2021-06-26,2021,6,Cheese,Jun,2,25,Saturday,None,0,0,1,1,0,49.84
Cheese Slice 100gm,68.0,nos,6.8,kgs,49.83,3388.39,2021-06-28,2021,6,Cheese,Jun,2,26,Monday,None,0,0,1,1,0,49.83
Cheese Slice 100gm,66.0,nos,6.6,kgs,49.14,3243.21,2021-06-29,2021,6,Cheese,Jun,2,26,Tuesday,None,0,0,1,1,0,49.14
Cheese Slice 100gm,54.0,nos,5.4,kgs,50.05,2702.89,2021-06-30,2021,6,Cheese,Jun,2,26,Wednesday,None,0,0,1,1,0,50.05
Cheese Slice 100gm,22.0,nos,2.2,kgs,49.0,1078.0,2021-07-01,2021,7,Cheese,Jul,3,26,Thursday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,32.0,nos,3.2,kgs,51.56,1650.01,2021-07-02,2021,7,Cheese,Jul,3,26,Friday,None,0,0,0,1,0,51.56
Cheese Slice 100gm,24.0,nos,2.4,kgs,53.74,1289.82,2021-07-03,2021,7,Cheese,Jul,3,26,Saturday,None,0,0,0,1,0,53.74
Cheese Slice 100gm,47.0,nos,4.7,kgs,49.03,2304.32,2021-07-05,2021,7,Cheese,Jul,3,27,Monday,None,0,0,0,1,0,49.03
Cheese Slice 100gm,45.0,nos,4.5,kgs,50.97,2293.59,2021-07-06,2021,7,Cheese,Jul,3,27,Tuesday,None,0,0,0,1,0,50.97
Cheese Slice 100gm,77.0,nos,7.7,kgs,50.0,3850.22,2021-07-07,2021,7,Cheese,Jul,3,27,Wednesday,None,0,0,0,1,0,50.0
Cheese Slice 100gm,21.0,nos,2.1,kgs,50.07,1051.52,2021-07-08,2021,7,Cheese,Jul,3,27,Thursday,None,0,0,0,1,0,50.07
Cheese Slice 100gm,33.0,nos,3.3,kgs,51.5,1699.52,2021-07-09,2021,7,Cheese,Jul,3,27,Friday,None,0,0,0,1,0,51.5
Cheese Slice 100gm,15.0,nos,1.5,kgs,49.0,735.01,2021-07-10,2021,7,Cheese,Jul,3,27,Saturday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,44.0,nos,4.4,kgs,49.44,2175.4,2021-07-12,2021,7,Cheese,Jul,3,28,Monday,None,0,0,0,1,0,49.44
Cheese Slice 100gm,27.0,nos,2.7,kgs,49.13,1326.53,2021-07-13,2021,7,Cheese,Jul,3,28,Tuesday,None,0,0,0,1,0,49.13
Cheese Slice 100gm,38.0,nos,3.8,kgs,53.34,2027.0,2021-07-14,2021,7,Cheese,Jul,3,28,Wednesday,None,0,0,0,1,0,53.34
Cheese Slice 100gm,30.0,nos,3.0,kgs,49.22,1476.59,2021-07-15,2021,7,Cheese,Jul,3,28,Thursday,None,0,0,0,1,0,49.22
Cheese Slice 100gm,30.0,nos,3.0,kgs,51.32,1539.7,2021-07-16,2021,7,Cheese,Jul,3,28,Friday,None,0,0,0,1,0,51.32
Cheese Slice 100gm,92.0,nos,9.2,kgs,49.1,4517.63,2021-07-17,2021,7,Cheese,Jul,3,28,Saturday,None,0,0,0,1,0,49.1
Cheese Slice 100gm,22.0,nos,2.2,kgs,49.0,1078.02,2021-07-18,2021,7,Cheese,Jul,3,28,Sunday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,68.0,nos,6.8,kgs,50.39,3426.4,2021-07-19,2021,7,Cheese,Jul,3,29,Monday,None,0,0,0,1,0,50.39
Cheese Slice 100gm,32.0,nos,3.2,kgs,49.3,1577.68,2021-07-20,2021,7,Cheese,Jul,3,29,Tuesday,None,0,0,0,1,0,49.3
Cheese Slice 100gm,38.0,nos,3.8,kgs,49.63,1885.84,2021-07-21,2021,7,Cheese,Jul,3,29,Wednesday,None,0,0,0,1,0,49.63
Cheese Slice 100gm,19.0,nos,1.9,kgs,49.0,931.01,2021-07-22,2021,7,Cheese,Jul,3,29,Thursday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,92.0,nos,9.2,kgs,49.82,4583.0,2021-07-23,2021,7,Cheese,Jul,3,29,Friday,None,0,0,0,1,0,49.82
Cheese Slice 100gm,31.0,nos,3.1,kgs,49.21,1525.58,2021-07-24,2021,7,Cheese,Jul,3,29,Saturday,None,0,0,0,1,0,49.21
Cheese Slice 100gm,13.0,nos,1.3,kgs,49.44,642.7,2021-07-25,2021,7,Cheese,Jul,3,29,Sunday,None,0,0,0,1,0,49.44
Cheese Slice 100gm,99.0,nos,9.9,kgs,50.06,4956.02,2021-08-02,2021,8,Cheese,Aug,3,31,Monday,None,0,0,0,1,0,50.06
Cheese Slice 100gm,69.0,nos,6.9,kgs,49.0,3381.05,2021-08-03,2021,8,Cheese,Aug,3,31,Tuesday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,50.0,nos,5.0,kgs,49.56,2478.02,2021-08-04,2021,8,Cheese,Aug,3,31,Wednesday,None,0,0,0,1,0,49.56
Cheese Slice 100gm,34.0,nos,3.4,kgs,49.0,1666.0,2021-08-05,2021,8,Cheese,Aug,3,31,Thursday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,54.0,nos,5.4,kgs,50.04,2702.02,2021-08-06,2021,8,Cheese,Aug,3,31,Friday,None,0,0,0,1,0,50.04
Cheese Slice 100gm,10.0,nos,1.0,kgs,49.0,490.0,2021-08-07,2021,8,Cheese,Aug,3,31,Saturday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,15.0,nos,1.5,kgs,49.0,735.01,2021-08-08,2021,8,Cheese,Aug,3,31,Sunday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,115.0,nos,11.5,kgs,49.0,5635.01,2021-08-09,2021,8,Cheese,Aug,3,32,Monday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,69.0,nos,6.9,kgs,50.12,3458.02,2021-08-10,2021,8,Cheese,Aug,3,32,Tuesday,None,0,0,0,1,0,50.12
Cheese Slice 100gm,53.0,nos,5.3,kgs,49.79,2639.03,2021-08-11,2021,8,Cheese,Aug,3,32,Wednesday,None,0,0,0,1,0,49.79
Cheese Slice 100gm,28.0,nos,2.8,kgs,49.0,1372.02,2021-08-12,2021,8,Cheese,Aug,3,32,Thursday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,43.0,nos,4.3,kgs,50.63,2177.03,2021-08-13,2021,8,Cheese,Aug,3,32,Friday,None,0,0,0,1,0,50.63
Cheese Slice 100gm,56.0,nos,5.6,kgs,50.38,2821.03,2021-08-14,2021,8,Cheese,Aug,3,32,Saturday,None,0,0,0,1,0,50.38
Cheese Slice 100gm,30.0,nos,3.0,kgs,50.17,1505.01,2021-08-15,2021,8,Cheese,Aug,3,32,Sunday,None,0,0,0,1,0,50.17
Cheese Slice 100gm,26.0,nos,2.6,kgs,49.0,1274.0,2021-08-16,2021,8,Cheese,Aug,3,33,Monday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,78.0,nos,7.8,kgs,50.8,3962.02,2021-08-17,2021,8,Cheese,Aug,3,33,Tuesday,None,0,0,0,1,0,50.8
Cheese Slice 100gm,13.0,nos,1.3,kgs,50.62,658.0,2021-08-18,2021,8,Cheese,Aug,3,33,Wednesday,None,0,0,0,1,0,50.62
Cheese Slice 100gm,104.0,nos,10.4,kgs,49.0,5096.02,2021-08-19,2021,8,Cheese,Aug,3,33,Thursday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,16.0,nos,1.6,kgs,51.63,826.0,2021-08-20,2021,8,Cheese,Aug,3,33,Friday,None,0,0,0,1,0,51.62
Cheese Slice 100gm,45.0,nos,4.5,kgs,50.56,2275.01,2021-08-23,2021,8,Cheese,Aug,3,34,Monday,None,0,0,0,1,0,50.56
Cheese Slice 100gm,24.0,nos,2.4,kgs,49.0,1176.02,2021-08-24,2021,8,Cheese,Aug,3,34,Tuesday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,40.0,nos,4.0,kgs,49.88,1995.01,2021-08-25,2021,8,Cheese,Aug,3,34,Wednesday,Onam,1,0,0,1,0,49.88
Cheese Slice 100gm,6.0,nos,0.6,kgs,49.0,294.0,2021-08-26,2021,8,Cheese,Aug,3,34,Thursday,Onam,1,0,0,1,0,49.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,49.0,147.01,2021-08-28,2021,8,Cheese,Aug,3,34,Saturday,Onam,1,0,0,1,0,49.0
Cheese Slice 100gm,16.0,nos,1.6,kgs,49.0,784.0,2021-09-05,2021,9,Cheese,Sep,3,35,Sunday,Onam,1,0,0,1,0,49.0
Cheese Slice 100gm,82.0,nos,8.2,kgs,50.28,4123.03,2021-09-06,2021,9,Cheese,Sep,3,36,Monday,Onam,1,0,0,1,0,50.28
Cheese Slice 100gm,109.0,nos,10.9,kgs,49.96,5446.02,2021-09-07,2021,9,Cheese,Sep,3,36,Tuesday,Onam,1,0,0,1,0,49.96
Cheese Slice 100gm,32.0,nos,3.2,kgs,50.31,1610.02,2021-09-08,2021,9,Cheese,Sep,3,36,Wednesday,Onam,1,0,0,1,0,50.31
Cheese Slice 100gm,20.0,nos,2.0,kgs,50.75,1015.01,2021-09-10,2021,9,Cheese,Sep,3,36,Friday,Onam,1,0,0,1,0,50.75
Cheese Slice 100gm,41.0,nos,4.1,kgs,49.0,2009.01,2021-09-11,2021,9,Cheese,Sep,3,36,Saturday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,23.0,nos,2.3,kgs,49.0,1127.01,2021-09-12,2021,9,Cheese,Sep,3,36,Sunday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,15.0,nos,1.5,kgs,49.0,735.01,2021-09-13,2021,9,Cheese,Sep,3,37,Monday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,71.0,nos,7.1,kgs,49.59,3521.03,2021-09-14,2021,9,Cheese,Sep,3,37,Tuesday,None,0,0,0,1,0,49.59
Cheese Slice 100gm,57.0,nos,5.7,kgs,50.6,2884.0,2021-09-15,2021,9,Cheese,Sep,3,37,Wednesday,None,0,0,0,1,0,50.6
Cheese Slice 100gm,50.0,nos,5.0,kgs,49.0,2450.04,2021-09-16,2021,9,Cheese,Sep,3,37,Thursday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,28.0,nos,2.8,kgs,50.5,1414.0,2021-09-17,2021,9,Cheese,Sep,3,37,Friday,None,0,0,0,1,0,50.5
Cheese Slice 100gm,10.0,nos,1.0,kgs,49.0,490.0,2021-09-18,2021,9,Cheese,Sep,3,37,Saturday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,28.0,nos,2.8,kgs,49.0,1372.04,2021-09-20,2021,9,Cheese,Sep,3,38,Monday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,39.0,nos,3.9,kgs,49.18,1918.02,2021-09-21,2021,9,Cheese,Sep,3,38,Tuesday,None,0,0,0,1,0,49.18
Cheese Slice 100gm,36.0,nos,3.6,kgs,52.11,1876.0,2021-09-22,2021,9,Cheese,Sep,3,38,Wednesday,None,0,0,0,1,0,52.11
Cheese Slice 100gm,34.0,nos,3.4,kgs,49.0,1666.02,2021-09-23,2021,9,Cheese,Sep,3,38,Thursday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,49.0,147.01,2021-09-24,2021,9,Cheese,Sep,3,38,Friday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,10.0,nos,1.0,kgs,49.0,490.0,2021-09-25,2021,9,Cheese,Sep,3,38,Saturday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,6.0,nos,0.6,kgs,49.0,294.0,2021-09-26,2021,9,Cheese,Sep,3,38,Sunday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,16.0,nos,1.6,kgs,49.0,784.02,2021-09-28,2021,9,Cheese,Sep,3,39,Tuesday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,23.0,nos,2.3,kgs,49.0,1127.01,2021-09-29,2021,9,Cheese,Sep,3,39,Wednesday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,36.0,nos,3.6,kgs,49.0,1764.0,2021-09-30,2021,9,Cheese,Sep,3,39,Thursday,None,0,0,0,1,0,49.0
Cheese Slice 100gm,40.0,nos,4.0,kgs,49.0,1960.0,2021-10-01,2021,10,Cheese,Oct,4,39,Friday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,86.0,nos,8.6,kgs,49.49,4256.0,2021-10-02,2021,10,Cheese,Oct,4,39,Saturday,None,0,0,0,0,0,49.49
Cheese Slice 100gm,12.0,nos,1.2,kgs,49.0,588.0,2021-10-03,2021,10,Cheese,Oct,4,39,Sunday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,40.0,nos,4.0,kgs,49.0,1960.0,2021-10-04,2021,10,Cheese,Oct,4,40,Monday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,38.0,nos,3.8,kgs,49.0,1862.02,2021-10-05,2021,10,Cheese,Oct,4,40,Tuesday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,23.0,nos,2.3,kgs,49.91,1148.0,2021-10-06,2021,10,Cheese,Oct,4,40,Wednesday,None,0,0,0,0,0,49.91
Cheese Slice 100gm,38.0,nos,3.8,kgs,49.0,1862.0,2021-10-07,2021,10,Cheese,Oct,4,40,Thursday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,46.0,nos,4.6,kgs,51.28,2359.01,2021-10-08,2021,10,Cheese,Oct,4,40,Friday,None,0,0,0,0,0,51.28
Cheese Slice 100gm,28.0,nos,2.8,kgs,49.0,1372.02,2021-10-09,2021,10,Cheese,Oct,4,40,Saturday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,18.0,nos,1.8,kgs,49.0,882.0,2021-10-11,2021,10,Cheese,Oct,4,41,Monday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,3.0,nos,0.3,kgs,49.0,147.01,2021-10-12,2021,10,Cheese,Oct,4,41,Tuesday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,26.0,nos,2.6,kgs,49.0,1274.02,2021-10-13,2021,10,Cheese,Oct,4,41,Wednesday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,21.0,nos,2.1,kgs,49.0,1029.01,2021-10-14,2021,10,Cheese,Oct,4,41,Thursday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,28.0,nos,2.8,kgs,49.0,1372.02,2021-10-15,2021,10,Cheese,Oct,4,41,Friday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,18.0,nos,1.8,kgs,49.0,882.0,2021-10-16,2021,10,Cheese,Oct,4,41,Saturday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,14.0,nos,1.4,kgs,49.0,686.0,2021-10-18,2021,10,Cheese,Oct,4,42,Monday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,36.0,nos,3.6,kgs,49.0,1764.02,2021-10-19,2021,10,Cheese,Oct,4,42,Tuesday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,5.0,nos,0.5,kgs,56.0,280.0,2021-10-20,2021,10,Cheese,Oct,4,42,Wednesday,None,0,0,0,0,0,56.0
Cheese Slice 100gm,21.0,nos,2.1,kgs,49.0,1029.01,2021-10-21,2021,10,Cheese,Oct,4,42,Thursday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,29.0,nos,2.9,kgs,50.21,1456.0,2021-10-22,2021,10,Cheese,Oct,4,42,Friday,None,0,0,0,0,0,50.21
Cheese Slice 100gm,9.0,nos,0.9,kgs,49.0,441.01,2021-10-23,2021,10,Cheese,Oct,4,42,Saturday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,76.0,nos,7.6,kgs,49.74,3780.0,2021-10-25,2021,10,Cheese,Oct,4,43,Monday,None,0,0,0,0,0,49.74
Cheese Slice 100gm,42.0,nos,4.2,kgs,49.0,2058.02,2021-10-26,2021,10,Cheese,Oct,4,43,Tuesday,None,0,0,0,0,0,49.0
Cheese Slice 100gm,18.0,nos,1.8,kgs,49.0,882.0,2021-10-27,2021,10,Cheese,Oct,4,43,Wednesday,None,0,0,0,0,0,49.0
